时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
17,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
18,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
19,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
20,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
21,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
22,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
23,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
24,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
25,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
26,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
27,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
28,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
29,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
30,结构化报告生成,山火监测序列003,0.0,6.0,0.0,0.0,-0.6390912532806396,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
31,结构化报告生成,山火监测序列003,1.0,6.0,0.0,0.0,-0.4959491491317749,0.0,-0.05,1.0,0.8333333333333334,5.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t100,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t107"
32,结构化报告生成,山火监测序列003,1.0,5.0,0.0,0.0,-0.6441885828971863,0.0,-0.04,1.0,0.8,4.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t32,valid_12_0_灾害图像深度分析_台风灾情序列004_t101,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,valid_0_0_受灾目标识别_洪涝巡检序列002_t152"
33,结构化报告生成,山火监测序列003,0.0,4.0,0.0,0.0,-0.34120500087738037,0.0,-0.04,1.0,1.0,4.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t33,valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
34,结构化报告生成,山火监测序列003,0.0,4.0,0.0,0.0,-0.5744727849960327,0.0,-0.04,1.0,1.0,4.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
35,结构化报告生成,山火监测序列003,0.0,4.0,0.0,0.0,-0.5744543075561523,0.0,-0.04,1.0,1.0,4.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
36,结构化报告生成,山火监测序列003,1.0,4.0,0.0,0.0,-0.5013158917427063,0.0,-0.03,1.0,0.75,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,valid_0_0_快速问答服务_地震救援序列001_t8"
37,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.5289074182510376,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t7,valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t132,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
38,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.4331277310848236,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t81,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
39,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.43316078186035156,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t81,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
40,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.4331938326358795,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t81,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
41,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.47077083587646484,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t8,valid_12_0_灾害图像深度分析_台风灾情序列004_t108,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t83,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
42,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
43,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
44,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
45,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
46,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
47,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
48,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
49,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
50,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
51,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
52,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
53,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
54,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
55,结构化报告生成,山火监测序列003,0.0,3.0,0.0,0.0,-0.63960862159729,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t113,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
